Packet,Link Dir,Ord.Set Type,DLLP Type,TLP Type,Link Event,PSN,AckNak_Seq_Num,VC ID,HdrFC,DataFC,TC,TH,TD,EP,Attributes,AT,Length,RequesterID,Tag,CompleterID,Address,DeviceID,Register,1st BE,Last BE,Cpl Status,Byte Cnt,BCM,Lwr Addr,Msg Routing,Message Code,TS Link,TS Lane,N_FTS,Training Control,TS Data Rate,TS Gen3 Eq Control,TS Gen3 Pre-Cursor,TS Gen3 Cursor,TS Gen3 Post-Cursor,PMUX Channel ID,PMUX Metadata,Snoop,Requirement (Snoop),Scale (Snoop),Value (Snoop),No-Snoop,Requirement (No-Snoop),Scale (No-Snoop),Value (No-Snoop),LCRC,ECRC,CRC 16,Time Delta,Time Stamp,DATA
5855,Downstream,,ACK,,,,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x2FC9,69.750 ns,0441.802922500s,
5856,Downstream,,ACK,,,,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x8ED2,125.250 ns,0441.802922572s,
5857,Upstream,,,MWr(64),,3014,,,,,,,,,,,64,001:00:0,0,,00000001:01250E00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x18433D08,0x0E468DC3,,0.000 ns,0441.802922696s,00000100 870A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5858,Upstream,,,MWr(64),,3015,,,,,,,,,,,64,001:00:0,0,,00000001:01250F00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x7E377DA1,0xF4E739FC,,41.500 ns,0441.802922768s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 870A0B00 
5859,Downstream,,ACK,,,,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6DFE,70.000 ns,0441.802922810s,
5860,Downstream,,ACK,,,,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xCCE5,123.250 ns,0441.802922882s,
5861,Upstream,,,MWr(64),,3016,,,,,,,,,,,64,001:00:0,0,,00000001:01251000,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x39C60A03,0xCFE2B27A,,0.000 ns,0441.802923006s,00000100 880A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5862,Upstream,,,MWr(64),,3017,,,,,,,,,,,64,001:00:0,0,,00000001:01251100,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x5FB24AAA,0x0DE501C6,,41.500 ns,0441.802923078s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 880A0B00 
5863,Downstream,,ACK,,,,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xA37A,70.000 ns,0441.802923118s,
5864,Downstream,,ACK,,,,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0261,123.250 ns,0441.802923190s,
5865,Upstream,,,MWr(64),,3018,,,,,,,,,,,64,001:00:0,0,,00000001:01251200,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xB428FB8A,0x4FFD4043,,0.000 ns,0441.802923314s,00000100 890A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5866,Upstream,,,MWr(64),,3019,,,,,,,,,,,64,001:00:0,0,,00000001:01251300,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xD25CBB23,0xA3D71FAF,,41.500 ns,0441.802923386s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 890A0B00 
5867,Downstream,,ACK,,,,3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xE14D,70.000 ns,0441.802923428s,
5868,Downstream,,ACK,,,,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x4056,131.750 ns,0441.802923500s,
5869,Upstream,,,MWr(64),,3020,,,,,,,,,,,64,001:00:0,0,,00000001:01251400,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x621D98CB,0xCFDD5609,,0.000 ns,0441.802923632s,00000100 8A0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5870,Upstream,,,MWr(64),,3021,,,,,,,,,,,64,001:00:0,0,,00000001:01251500,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x0469D862,0x51803D14,,43.250 ns,0441.802923702s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8A0A0B00 
5871,Downstream,,ACK,,,,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x2714,70.250 ns,0441.802923744s,
5872,Downstream,,ACK,,,,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x860F,125.250 ns,0441.802923816s,
5873,Upstream,,,MWr(64),,3022,,,,,,,,,,,64,001:00:0,0,,00000001:01251600,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xEFF36942,0x4FC2A430,,0.000 ns,0441.802923942s,00000100 8B0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5874,Upstream,,,MWr(64),,3023,,,,,,,,,,,64,001:00:0,0,,00000001:01251700,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x898729EB,0xFFB2237D,,43.750 ns,0441.802924014s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8B0A0B00 
5875,Downstream,,ACK,,,,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6523,69.750 ns,0441.802924058s,
5876,Downstream,,ACK,,,,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xC438,125.250 ns,0441.802924130s,
5877,Upstream,,,MWr(64),,3024,,,,,,,,,,,64,001:00:0,0,,00000001:01251800,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x2017F7DD,0xCF9C7A9D,,0.000 ns,0441.802924254s,00000100 8C0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5878,Upstream,,,MWr(64),,3025,,,,,,,,,,,64,001:00:0,0,,00000001:01251900,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x4663B774,0xF42908B9,,43.500 ns,0441.802924326s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8C0A0B00 
5879,Downstream,,ACK,,,,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xAABD,70.000 ns,0441.802924370s,
5880,Downstream,,ACK,,,,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0BA6,121.250 ns,0441.802924442s,
5881,Upstream,,,MWr(64),,3026,,,,,,,,,,,64,001:00:0,0,,00000001:01251A00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xADF90654,0x4F8388A4,,0.000 ns,0441.802924564s,00000100 8D0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5882,Upstream,,,MWr(64),,3027,,,,,,,,,,,64,001:00:0,0,,00000001:01251B00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xCB8D46FD,0x5A1B16D0,,39.500 ns,0441.802924636s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8D0A0B00 
5883,Downstream,,ACK,,,,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xE88A,70.000 ns,0441.802924674s,
5884,Downstream,,ACK,,,,3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x4991,125.250 ns,0441.802924746s,
5885,Upstream,,,MWr(64),,3028,,,,,,,,,,,64,001:00:0,0,,00000001:01251C00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x7BCC6515,0xCFA39EEE,,0.000 ns,0441.802924872s,00000100 8E0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5886,Upstream,,,MWr(64),,3029,,,,,,,,,,,64,001:00:0,0,,00000001:01251D00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x1DB825BC,0xA84C346B,,39.500 ns,0441.802924944s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8E0A0B00 
5887,Downstream,,ACK,,,,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x2ED3,70.000 ns,0441.802924984s,
5888,Downstream,,ACK,,,,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x8FC8,133.750 ns,0441.802925056s,
5889,Upstream,,,MWr(64),,3030,,,,,,,,,,,64,001:00:0,0,,00000001:01251E00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xF622949C,0x4FBC6CD7,,0.000 ns,0441.802925190s,00000100 8F0A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5890,Upstream,,,MWr(64),,3031,,,,,,,,,,,64,001:00:0,0,,00000001:01251F00,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x9056D435,0x067E2A02,,39.250 ns,0441.802925262s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 8F0A0B00 
5891,Downstream,,ACK,,,,3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6CE4,70.250 ns,0441.802925300s,
5892,Downstream,,ACK,,,,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xCDFF,129.250 ns,0441.802925372s,
5893,Upstream,,,MWr(64),,3032,,,,,,,,,,,64,001:00:0,0,,00000001:01252000,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xD7A7A397,0x0CEC9047,,0.000 ns,0441.802925502s,00000100 900A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5894,Upstream,,,MWr(64),,3033,,,,,,,,,,,64,001:00:0,0,,00000001:01252100,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0xB1D3E33E,0x5A49441F,,39.750 ns,0441.802925574s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 900A0B00 
5895,Downstream,,ACK,,,,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xA260,65.750 ns,0441.802925614s,
5896,Downstream,,ACK,,,,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x037B,145.250 ns,0441.802925682s,
5897,Upstream,,,MWr(64),,3034,,,,,,,,,,,64,001:00:0,0,,00000001:01252200,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x5A49521E,0x8CF3627E,,0.000 ns,0441.802925826s,00000100 910A0B00 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 
5898,Upstream,,,MWr(64),,3035,,,,,,,,,,,64,001:00:0,0,,00000001:01252300,,,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,0x3C3D12B7,0xF47B5A76,,23.500 ns,0441.802925898s,33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 BBAA9988 FFEEDDCC 33221100 77665544 00000100 910A0B00 
5899,Downstream,,ACK,,,,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xE057,70.000 ns,0441.802925922s,
5900,Downstream,,ACK,,,,3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x414C,0.000 ns,0441.802925994s,
5901,Downstream,,,MWr(32),,628,,,,,,,,,,,1,000:00:0,0,,DF001020,,,1111,0000,,,,,,,,,,,,,,,,,,,,,,,,,,0xB9AAFDEB,,,139.250 ns,0441.802925996s,00000093 
